10/22/2018												
4:51 PM												
aGe-noise_2018.10.22_COND_450to300.txt												
												
Data taken by: Brenda												
Ammeter is Keithley 485 at GPIB11::22::INSTR												
Temperature Controller is Lake Shore 331 at GPIB11::12::INSTR with the settings: control sensor=B;sample sensor=B;loop=1												
Readings: 5												
Voltage (V): 88.3												
Geo Factor: 25000												
Ea Window (pts): 3												
Shut off V when done?: TRUE												
Mconnect?: FALSE												
Use Abs(Cond)?: FALSE												
Rate (K/min): 1												
Heater: High												
description for header												
********************
Time (s)	Temperature Control (K)	1/kT Control (1/eV)	Rate Control (K/min)	Temperature Sample (K)	1/kT Sample (1/eV)	Rate Sample (K/min)	Current (A)	Current Std Dev/Mean	Conductivity (Ohm-cm)^-1	Ea (eV)	Reduced Ea
8.354730E+2	4.361700E+2	2.658138E+1	-1.048768E+0	4.361500E+2	2.658260E+1	-9.438909E-1	4.839000E-6	6.534982E-4	1.370045E-3	5.210194E-1	1.384945E+1
8.411940E+2	4.360700E+2	2.658747E+1	-1.010101E+0	4.360600E+2	2.658808E+1	-1.010101E+0	4.823800E-6	6.937767E-4	1.365742E-3	5.544377E-1	1.474165E+1
8.471340E+2	4.359700E+2	2.659357E+1	-1.010441E+0	4.359600E+2	2.659418E+1	-1.010441E+0	4.808000E-6	6.577117E-4	1.361268E-3	5.284465E-1	1.405362E+1
8.530720E+2	4.358700E+2	2.659967E+1	-9.452127E-1	4.358600E+2	2.660028E+1	-9.452127E-1	4.792800E-6	5.974721E-4	1.356965E-3	5.429600E-1	1.444267E+1
8.587850E+2	4.357800E+2	2.660517E+1	-1.026758E+0	4.357700E+2	2.660578E+1	-1.120100E+0	4.777800E-6	5.993479E-4	1.352718E-3	5.273178E-1	1.403030E+1
8.652130E+2	4.356700E+2	2.661189E+1	-1.028278E+0	4.356500E+2	2.661311E+1	-1.028278E+0	4.760400E-6	7.660946E-4	1.347792E-3	5.121169E-1	1.362864E+1
8.710480E+2	4.355700E+2	2.661799E+1	-1.059509E+0	4.355500E+2	2.661922E+1	-1.059509E+0	4.745000E-6	6.664442E-4	1.343431E-3	5.241226E-1	1.395174E+1
8.767110E+2	4.354700E+2	2.662411E+1	-1.110737E+0	4.354500E+2	2.662533E+1	-1.009761E+0	4.730000E-6	6.685576E-4	1.339185E-3	5.186506E-1	1.380925E+1
8.826530E+2	4.353600E+2	2.663083E+1	-9.276757E-1	4.353500E+2	2.663145E+1	-9.276757E-1	4.715000E-6	6.706846E-4	1.334938E-3	5.433359E-1	1.446960E+1
8.884740E+2	4.352700E+2	2.663634E+1	-1.030397E+0	4.352600E+2	2.663695E+1	-1.030397E+0	4.700200E-6	6.794911E-4	1.330747E-3	5.336456E-1	1.421491E+1
8.942970E+2	4.351700E+2	2.664246E+1	-9.265614E-1	4.351600E+2	2.664307E+1	-1.029513E+0	4.685800E-6	6.111153E-4	1.326670E-3	4.984353E-1	1.327985E+1
9.001250E+2	4.350800E+2	2.664797E+1	-9.670330E-1	4.350600E+2	2.664920E+1	-9.670330E-1	4.671600E-6	6.166992E-4	1.322650E-3	5.129244E-1	1.366919E+1
9.069500E+2	4.349700E+2	2.665471E+1	-1.048951E+0	4.349500E+2	2.665594E+1	-9.440559E-1	4.655000E-6	6.793293E-4	1.317950E-3	5.426722E-1	1.446504E+1
9.126700E+2	4.348700E+2	2.666084E+1	-9.189925E-1	4.348600E+2	2.666145E+1	-1.021103E+0	4.640600E-6	6.208189E-4	1.313873E-3	5.322669E-1	1.419123E+1
9.185460E+2	4.347800E+2	2.666636E+1	-9.683099E-1	4.347600E+2	2.666759E+1	-8.802817E-1	4.626200E-6	6.189884E-4	1.309796E-3	5.322152E-1	1.419287E+1
9.253620E+2	4.346700E+2	2.667311E+1	-1.098700E+0	4.346600E+2	2.667372E+1	-1.098700E+0	4.610400E-6	5.860340E-4	1.305323E-3	5.265365E-1	1.404472E+1
9.308230E+2	4.345700E+2	2.667925E+1	-8.923260E-1	4.345600E+2	2.667986E+1	-8.923260E-1	4.596400E-6	5.878190E-4	1.301359E-3	5.352212E-1	1.427959E+1
9.375470E+2	4.344700E+2	2.668539E+1	-1.077586E+0	4.344600E+2	2.668600E+1	-1.077586E+0	4.580200E-6	6.252051E-4	1.296772E-3	5.294726E-1	1.412956E+1
9.431150E+2	4.343700E+2	2.669153E+1	-9.518773E-1	4.343600E+2	2.669214E+1	-1.057641E+0	4.566600E-6	5.916549E-4	1.292922E-3	4.989325E-1	1.331757E+1
9.487880E+2	4.342800E+2	2.669706E+1	-9.659008E-1	4.342600E+2	2.669829E+1	-9.659008E-1	4.552200E-6	7.351698E-4	1.288845E-3	5.243163E-1	1.399853E+1
9.556210E+2	4.341700E+2	2.670383E+1	-1.089522E+0	4.341500E+2	2.670506E+1	-9.805702E-1	4.535800E-6	6.313251E-4	1.284202E-3	5.408113E-1	1.444200E+1
9.611280E+2	4.340700E+2	2.670998E+1	-1.009421E+0	4.340600E+2	2.671059E+1	-1.009421E+0	4.522000E-6	5.638014E-4	1.280294E-3	5.215429E-1	1.393093E+1
9.670720E+2	4.339700E+2	2.671613E+1	-1.048951E+0	4.339600E+2	2.671675E+1	-1.048951E+0	4.508200E-6	6.351901E-4	1.276387E-3	5.008285E-1	1.338050E+1
9.727920E+2	4.338700E+2	2.672229E+1	-1.027397E+0	4.338600E+2	2.672291E+1	-1.027397E+0	4.494200E-6	6.371688E-4	1.272424E-3	5.093825E-1	1.361217E+1
9.786320E+2	4.337700E+2	2.672845E+1	-1.031814E+0	4.337600E+2	2.672907E+1	-1.031814E+0	4.480000E-6	7.058655E-4	1.268403E-3	5.107382E-1	1.365156E+1
9.844470E+2	4.336700E+2	2.673461E+1	-9.093971E-1	4.336600E+2	2.673523E+1	-1.010441E+0	4.466000E-6	7.080783E-4	1.264439E-3	5.121265E-1	1.369182E+1
9.903850E+2	4.335800E+2	2.674016E+1	-1.053710E+0	4.335600E+2	2.674140E+1	-9.659008E-1	4.451800E-6	6.432374E-4	1.260419E-3	5.168824E-1	1.382235E+1
9.972180E+2	4.334600E+2	2.674757E+1	-9.787928E-1	4.334500E+2	2.674818E+1	-9.787928E-1	4.436200E-6	6.454993E-4	1.256002E-3	5.361735E-1	1.434126E+1
1.002735E+3	4.333700E+2	2.675312E+1	-1.011293E+0	4.333600E+2	2.675374E+1	-1.011293E+0	4.422400E-6	6.109468E-4	1.252095E-3	5.315706E-1	1.422172E+1
1.008668E+3	4.332700E+2	2.675930E+1	-9.113924E-1	4.332600E+2	2.675991E+1	-1.012658E+0	4.408600E-6	6.128592E-4	1.248188E-3	5.104927E-1	1.366073E+1
1.014593E+3	4.331800E+2	2.676486E+1	-9.866798E-1	4.331600E+2	2.676609E+1	-9.866798E-1	4.394600E-6	7.302966E-4	1.244224E-3	5.155533E-1	1.379934E+1
1.020674E+3	4.330800E+2	2.677104E+1	-1.011122E+0	4.330600E+2	2.677227E+1	-9.100101E-1	4.380600E-6	6.576661E-4	1.240260E-3	5.321875E-1	1.424766E+1
1.026608E+3	4.329800E+2	2.677722E+1	-9.677419E-1	4.329700E+2	2.677784E+1	-9.677419E-1	4.367200E-6	6.556980E-4	1.236467E-3	5.365492E-1	1.436803E+1
1.033428E+3	4.328700E+2	2.678402E+1	-1.093693E+0	4.328600E+2	2.678464E+1	-1.093693E+0	4.351600E-6	6.208869E-4	1.232050E-3	5.094632E-1	1.364562E+1
1.038914E+3	4.327700E+2	2.679021E+1	-8.844340E-1	4.327600E+2	2.679083E+1	-9.728774E-1	4.338400E-6	6.227760E-4	1.228313E-3	5.110615E-1	1.369193E+1
1.045698E+3	4.326700E+2	2.679640E+1	-1.032702E+0	4.326500E+2	2.679764E+1	-1.032702E+0	4.322800E-6	7.741834E-4	1.223896E-3	5.299060E-1	1.420004E+1
1.051508E+3	4.325700E+2	2.680260E+1	-1.011634E+0	4.325500E+2	2.680384E+1	-1.011634E+0	4.308600E-6	6.686562E-4	1.219875E-3	5.243389E-1	1.405431E+1
1.057439E+3	4.324700E+2	2.680880E+1	-1.049869E+0	4.324500E+2	2.681004E+1	-9.448819E-1	4.294800E-6	6.667515E-4	1.215968E-3	5.411774E-1	1.450877E+1
1.063154E+3	4.323700E+2	2.681500E+1	-9.686099E-1	4.323600E+2	2.681562E+1	-1.076233E+0	4.281200E-6	6.688695E-4	1.212118E-3	5.426935E-1	1.455288E+1
1.068729E+3	4.322800E+2	2.682058E+1	-1.110924E+0	4.322600E+2	2.682182E+1	-1.009931E+0	4.267400E-6	6.751118E-4	1.208211E-3	5.287421E-1	1.418182E+1
1.074670E+3	4.321700E+2	2.682741E+1	-9.259259E-1	4.321600E+2	2.682803E+1	-1.028807E+0	4.253200E-6	6.732729E-4	1.204190E-3	5.188118E-1	1.391872E+1
1.080502E+3	4.320800E+2	2.683299E+1	-9.664665E-1	4.320600E+2	2.683424E+1	-9.664665E-1	4.240000E-6	6.012995E-4	1.200453E-3	5.138658E-1	1.378937E+1
1.087331E+3	4.319700E+2	2.683983E+1	-1.048768E+0	4.319500E+2	2.684107E+1	-9.438909E-1	4.224800E-6	6.777988E-4	1.196149E-3	5.439236E-1	1.459908E+1
1.093052E+3	4.318700E+2	2.684604E+1	-1.107624E+0	4.318600E+2	2.684666E+1	-1.107624E+0	4.211400E-6	6.415565E-4	1.192356E-3	5.423789E-1	1.456129E+1
1.098469E+3	4.317700E+2	2.685226E+1	-1.007557E+0	4.317600E+2	2.685288E+1	-1.007557E+0	4.197800E-6	6.821583E-4	1.188505E-3	5.209190E-1	1.398818E+1
1.104424E+3	4.316700E+2	2.685848E+1	-9.265614E-1	4.316600E+2	2.685910E+1	-1.029513E+0	4.184200E-6	6.843756E-4	1.184655E-3	5.108097E-1	1.371990E+1
1.110252E+3	4.315800E+2	2.686408E+1	-1.069837E+0	4.315600E+2	2.686533E+1	-9.806835E-1	4.171200E-6	6.205494E-4	1.180974E-3	5.212775E-1	1.400446E+1
1.116982E+3	4.314600E+2	2.687155E+1	-9.262436E-1	4.314500E+2	2.687218E+1	-9.262436E-1	4.155800E-6	6.890525E-4	1.176614E-3	5.406993E-1	1.452938E+1
1.122812E+3	4.313700E+2	2.687716E+1	-1.046572E+0	4.313600E+2	2.687778E+1	-1.046572E+0	4.143200E-6	5.762375E-4	1.173046E-3	5.132822E-1	1.379610E+1
1.128545E+3	4.312700E+2	2.688339E+1	-9.875804E-1	4.312600E+2	2.688401E+1	-9.875804E-1	4.130600E-6	6.541062E-4	1.169479E-3	5.108830E-1	1.373475E+1
1.135228E+3	4.311600E+2	2.689025E+1	-9.273570E-1	4.311500E+2	2.689087E+1	-9.273570E-1	4.115600E-6	6.564902E-4	1.165232E-3	5.409904E-1	1.454730E+1
1.141051E+3	4.310700E+2	2.689586E+1	-1.058761E+0	4.310600E+2	2.689649E+1	-1.058761E+0	4.102800E-6	5.819117E-4	1.161608E-3	5.300258E-1	1.425604E+1
1.146718E+3	4.309700E+2	2.690210E+1	-9.857072E-1	4.309600E+2	2.690273E+1	-9.857072E-1	4.089800E-6	7.001722E-4	1.157928E-3	5.249143E-1	1.412161E+1
1.152805E+3	4.308700E+2	2.690835E+1	-9.331260E-1	4.308600E+2	2.690897E+1	-1.036807E+0	4.076000E-6	6.254931E-4	1.154020E-3	5.145189E-1	1.384520E+1
1.158592E+3	4.307800E+2	2.691397E+1	-9.821429E-1	4.307600E+2	2.691522E+1	-9.821429E-1	4.063600E-6	7.504651E-4	1.150510E-3	5.067855E-1	1.364041E+1
1.165312E+3	4.306700E+2	2.692084E+1	-1.051893E+0	4.306500E+2	2.692209E+1	-9.467041E-1	4.049000E-6	6.296641E-4	1.146376E-3	5.443225E-1	1.465388E+1
1.171016E+3	4.305700E+2	2.692710E+1	-1.048951E+0	4.305600E+2	2.692772E+1	-1.048951E+0	4.036000E-6	6.316922E-4	1.142695E-3	5.288703E-1	1.424150E+1
1.176736E+3	4.304700E+2	2.693335E+1	-9.661836E-1	4.304600E+2	2.693398E+1	-9.661836E-1	4.023600E-6	6.715009E-4	1.139185E-3	5.034044E-1	1.355885E+1
1.183567E+3	4.303600E+2	2.694024E+1	-1.008969E+0	4.303500E+2	2.694086E+1	-1.008969E+0	4.009400E-6	5.171956E-4	1.135164E-3	5.214995E-1	1.404925E+1
1.188919E+3	4.302700E+2	2.694587E+1	-9.887640E-1	4.302600E+2	2.694650E+1	-9.887640E-1	3.997400E-6	6.759021E-4	1.131767E-3	5.272609E-1	1.420823E+1
1.195594E+3	4.301600E+2	2.695276E+1	-9.440559E-1	4.301500E+2	2.695339E+1	-9.440559E-1	3.983000E-6	6.400979E-4	1.127690E-3	5.440708E-1	1.466413E+1
1.201314E+3	4.300700E+2	2.695840E+1	-1.055780E+0	4.300600E+2	2.695903E+1	-1.055780E+0	3.970200E-6	7.212645E-4	1.124066E-3	5.408768E-1	1.458174E+1
1.206997E+3	4.299700E+2	2.696467E+1	-9.249743E-1	4.299600E+2	2.696530E+1	-1.027749E+0	3.957400E-6	6.827339E-4	1.120442E-3	5.076477E-1	1.368888E+1
1.212835E+3	4.298800E+2	2.697032E+1	-9.968283E-1	4.298600E+2	2.697157E+1	-9.968283E-1	3.945000E-6	6.462636E-4	1.116931E-3	5.080866E-1	1.370407E+1
1.219456E+3	4.297700E+2	2.697722E+1	-1.048035E+0	4.297500E+2	2.697848E+1	-9.432314E-1	3.931000E-6	6.485652E-4	1.112967E-3	5.340901E-1	1.440852E+1
1.225181E+3	4.296700E+2	2.698350E+1	-1.047852E+0	4.296600E+2	2.698413E+1	-1.047852E+0	3.918600E-6	6.894940E-4	1.109456E-3	5.298866E-1	1.429874E+1
1.230907E+3	4.295700E+2	2.698978E+1	-1.003802E+0	4.295600E+2	2.699041E+1	-1.003802E+0	3.906200E-6	6.111994E-4	1.105946E-3	5.163720E-1	1.393727E+1
1.237482E+3	4.294600E+2	2.699669E+1	-9.617097E-1	4.294500E+2	2.699732E+1	-1.068566E+0	3.892000E-6	6.550642E-4	1.101925E-3	5.139097E-1	1.387402E+1
1.243097E+3	4.293700E+2	2.700235E+1	-9.919177E-1	4.293500E+2	2.700361E+1	-9.919177E-1	3.879800E-6	6.153583E-4	1.098471E-3	5.257977E-1	1.419821E+1
1.248541E+3	4.292800E+2	2.700801E+1	-1.021514E+0	4.292600E+2	2.700927E+1	-1.021514E+0	3.867600E-6	6.226908E-4	1.095017E-3	5.421309E-1	1.464297E+1
1.255002E+3	4.291700E+2	2.701494E+1	-1.128784E+0	4.291500E+2	2.701619E+1	-9.235505E-1	3.853400E-6	7.011603E-4	1.090997E-3	5.395830E-1	1.457708E+1
1.260849E+3	4.290600E+2	2.702186E+1	-9.171196E-1	4.290600E+2	2.702186E+1	-1.019022E+0	3.841400E-6	7.033507E-4	1.087599E-3	5.305139E-1	1.433568E+1
1.266737E+3	4.289700E+2	2.702753E+1	-1.045114E+0	4.289600E+2	2.702816E+1	-1.045114E+0	3.829000E-6	6.658422E-4	1.084088E-3	5.056535E-1	1.366689E+1
1.272478E+3	4.288700E+2	2.703383E+1	-9.262436E-1	4.288600E+2	2.703446E+1	-1.029160E+0	3.817000E-6	6.679355E-4	1.080691E-3	4.987218E-1	1.348267E+1
1.278308E+3	4.287800E+2	2.703951E+1	-9.650534E-1	4.287600E+2	2.704077E+1	-8.773212E-1	3.805000E-6	6.700420E-4	1.077293E-3	5.251493E-1	1.420042E+1
1.285147E+3	4.286700E+2	2.704645E+1	-1.001298E+0	4.286600E+2	2.704708E+1	-1.112553E+0	3.791800E-6	6.296396E-4	1.073556E-3	5.181752E-1	1.401516E+1
1.290540E+3	4.285800E+2	2.705213E+1	-9.824352E-1	4.285600E+2	2.705339E+1	-9.824352E-1	3.780200E-6	6.315717E-4	1.070272E-3	5.113926E-1	1.383506E+1
1.297258E+3	4.284700E+2	2.705907E+1	-1.050053E+0	4.284500E+2	2.706033E+1	-9.450473E-1	3.766200E-6	6.339194E-4	1.066308E-3	5.500229E-1	1.488338E+1
1.302972E+3	4.283700E+2	2.706539E+1	-1.026167E+0	4.283600E+2	2.706602E+1	-1.026167E+0	3.754000E-6	6.791448E-4	1.062854E-3	5.409113E-1	1.464055E+1
1.308819E+3	4.282700E+2	2.707171E+1	-9.289523E-1	4.282600E+2	2.707234E+1	-1.032169E+0	3.741800E-6	6.380532E-4	1.059400E-3	5.072945E-1	1.373366E+1
1.314632E+3	4.281800E+2	2.707740E+1	-9.860312E-1	4.281600E+2	2.707866E+1	-9.860312E-1	3.730000E-6	6.835147E-4	1.056059E-3	5.044643E-1	1.366022E+1
1.320717E+3	4.280800E+2	2.708372E+1	-9.667497E-1	4.280600E+2	2.708499E+1	-9.667497E-1	3.718000E-6	6.857208E-4	1.052661E-3	5.142998E-1	1.392999E+1
1.327544E+3	4.279700E+2	2.709068E+1	-1.051709E+0	4.279500E+2	2.709195E+1	-9.465381E-1	3.704600E-6	7.293233E-4	1.048867E-3	5.323703E-1	1.442254E+1
1.333249E+3	4.278700E+2	2.709702E+1	-1.056896E+0	4.278600E+2	2.709765E+1	-1.056896E+0	3.693000E-6	6.054882E-4	1.045583E-3	5.215840E-1	1.413392E+1
1.338926E+3	4.277700E+2	2.710335E+1	-9.822890E-1	4.277600E+2	2.710398E+1	-9.822890E-1	3.681400E-6	5.632760E-4	1.042299E-3	5.148428E-1	1.395446E+1
1.345645E+3	4.276600E+2	2.711032E+1	-9.284732E-1	4.276500E+2	2.711096E+1	-1.031637E+0	3.667800E-6	6.509262E-4	1.038448E-3	5.202438E-1	1.410413E+1
1.351461E+3	4.275700E+2	2.711603E+1	-1.029689E+0	4.275500E+2	2.711730E+1	-9.267204E-1	3.656000E-6	6.973495E-4	1.035108E-3	5.307030E-1	1.439101E+1
1.357288E+3	4.274700E+2	2.712237E+1	-1.073153E+0	4.274600E+2	2.712301E+1	-1.073153E+0	3.644400E-6	5.689947E-4	1.031823E-3	5.321947E-1	1.443494E+1
1.362879E+3	4.273700E+2	2.712872E+1	-9.581263E-1	4.273600E+2	2.712935E+1	-1.064585E+0	3.632600E-6	5.708430E-4	1.028482E-3	5.073551E-1	1.376422E+1
1.368515E+3	4.272800E+2	2.713443E+1	-1.039561E+0	4.272600E+2	2.713570E+1	-9.529310E-1	3.621000E-6	7.040900E-4	1.025198E-3	5.179905E-1	1.405622E+1
1.375441E+3	4.271600E+2	2.714205E+1	-1.047852E+0	4.271500E+2	2.714269E+1	-1.047852E+0	3.607600E-6	5.747988E-4	1.021404E-3	5.234853E-1	1.420862E+1
1.381167E+3	4.270600E+2	2.714841E+1	-9.634255E-1	4.270500E+2	2.714905E+1	-9.634255E-1	3.595800E-6	6.639600E-4	1.018063E-3	5.337915E-1	1.449171E+1
1.386772E+3	4.269700E+2	2.715413E+1	-1.048768E+0	4.269600E+2	2.715477E+1	-1.048768E+0	3.584400E-6	6.718890E-4	1.014836E-3	5.306117E-1	1.440886E+1
1.392493E+3	4.268700E+2	2.716049E+1	-1.010441E+0	4.268600E+2	2.716113E+1	-1.010441E+0	3.572800E-6	6.682342E-4	1.011552E-3	5.102564E-1	1.385914E+1
1.398431E+3	4.267700E+2	2.716686E+1	-1.028983E+0	4.267600E+2	2.716749E+1	-1.028983E+0	3.561200E-6	6.704109E-4	1.008267E-3	5.028276E-1	1.366058E+1
1.404262E+3	4.266700E+2	2.717323E+1	-9.673164E-1	4.266600E+2	2.717386E+1	-9.673164E-1	3.550000E-6	7.181718E-4	1.005096E-3	5.143213E-1	1.397627E+1
1.411085E+3	4.265600E+2	2.718023E+1	-9.450473E-1	4.265500E+2	2.718087E+1	-9.450473E-1	3.536800E-6	6.750360E-4	1.001359E-3	5.365578E-1	1.458370E+1
1.416799E+3	4.264700E+2	2.718597E+1	-1.035912E+0	4.264600E+2	2.718661E+1	-1.035912E+0	3.525800E-6	6.771420E-4	9.982446E-4	5.290051E-1	1.438206E+1
1.422591E+3	4.263700E+2	2.719234E+1	-9.267204E-1	4.263600E+2	2.719298E+1	-1.029689E+0	3.514200E-6	6.793772E-4	9.949604E-4	5.041214E-1	1.370858E+1
1.428418E+3	4.262800E+2	2.719809E+1	-9.659008E-1	4.262600E+2	2.719936E+1	-9.659008E-1	3.503200E-6	6.815104E-4	9.918460E-4	4.986778E-1	1.356390E+1
1.435251E+3	4.261700E+2	2.720511E+1	-1.046572E+0	4.261500E+2	2.720638E+1	-9.419152E-1	3.490800E-6	6.839313E-4	9.883352E-4	5.285268E-1	1.437888E+1
1.440984E+3	4.260700E+2	2.721149E+1	-9.672219E-1	4.260600E+2	2.721213E+1	-1.074691E+0	3.479600E-6	5.959433E-4	9.851642E-4	5.203349E-1	1.415966E+1
1.446567E+3	4.259800E+2	2.721724E+1	-9.693053E-1	4.259600E+2	2.721852E+1	-8.811867E-1	3.468800E-6	6.882689E-4	9.821065E-4	5.279927E-1	1.437114E+1
1.453376E+3	4.258700E+2	2.722427E+1	-1.078167E+0	4.258600E+2	2.722491E+1	-1.078167E+0	3.456200E-6	6.907781E-4	9.785391E-4	5.384685E-1	1.465979E+1
1.458941E+3	4.257700E+2	2.723066E+1	-9.251328E-1	4.257600E+2	2.723130E+1	-9.251328E-1	3.445000E-6	7.400609E-4	9.753681E-4	5.298639E-1	1.442866E+1
1.464778E+3	4.256800E+2	2.723642E+1	-1.012317E+0	4.256700E+2	2.723706E+1	-1.012317E+0	3.434000E-6	7.424315E-4	9.722537E-4	5.264788E-1	1.433996E+1
1.470705E+3	4.255800E+2	2.724282E+1	-9.656181E-1	4.255700E+2	2.724346E+1	-9.656181E-1	3.423000E-6	7.448173E-4	9.691393E-4	5.131418E-1	1.397994E+1
1.477540E+3	4.254700E+2	2.724986E+1	-9.427374E-1	4.254600E+2	2.725051E+1	-1.047486E+0	3.410400E-6	6.080355E-4	9.655719E-4	5.059255E-1	1.378656E+1
1.483268E+3	4.253800E+2	2.725563E+1	-1.073505E+0	4.253600E+2	2.725691E+1	-9.840465E-1	3.399800E-6	7.022376E-4	9.625708E-4	5.075650E-1	1.383482E+1
1.489975E+3	4.252600E+2	2.726332E+1	-1.055780E+0	4.252500E+2	2.726396E+1	-1.055780E+0	3.387200E-6	7.048498E-4	9.590034E-4	5.175409E-1	1.411003E+1
1.495658E+3	4.251600E+2	2.726973E+1	-9.593178E-1	4.251500E+2	2.727038E+1	-1.065909E+0	3.376200E-6	5.697347E-4	9.558890E-4	5.172123E-1	1.410456E+1
1.501287E+3	4.250700E+2	2.727551E+1	-1.029336E+0	4.250500E+2	2.727679E+1	-1.029336E+0	3.364800E-6	7.095421E-4	9.526614E-4	5.140110E-1	1.402059E+1
1.507116E+3	4.249700E+2	2.728193E+1	-1.028630E+0	4.249500E+2	2.728321E+1	-1.028630E+0	3.354000E-6	7.601401E-4	9.496036E-4	5.108579E-1	1.393783E+1
1.512949E+3	4.248700E+2	2.728835E+1	-1.057641E+0	4.248500E+2	2.728963E+1	-9.518773E-1	3.342800E-6	7.142118E-4	9.464326E-4	5.437309E-1	1.483799E+1
1.518622E+3	4.247700E+2	2.729477E+1	-1.027221E+0	4.247600E+2	2.729541E+1	-1.027221E+0	3.331800E-6	7.165698E-4	9.433182E-4	5.302819E-1	1.447450E+1
1.524463E+3	4.246700E+2	2.730120E+1	-9.259259E-1	4.246600E+2	2.730184E+1	-1.028807E+0	3.321200E-6	7.188568E-4	9.403171E-4	5.011331E-1	1.368185E+1
1.530295E+3	4.245800E+2	2.730699E+1	-9.895052E-1	4.245600E+2	2.730827E+1	-9.895052E-1	3.310400E-6	6.264029E-4	9.372593E-4	5.100292E-1	1.392820E+1
1.536965E+3	4.244700E+2	2.731406E+1	-1.043660E+0	4.244500E+2	2.731535E+1	-9.392938E-1	3.298400E-6	6.286818E-4	9.338618E-4	5.361183E-1	1.464383E+1
1.542714E+3	4.243700E+2	2.732050E+1	-1.028454E+0	4.243600E+2	2.732114E+1	-1.028454E+0	3.287600E-6	6.307471E-4	9.308041E-4	5.163191E-1	1.410667E+1
1.548548E+3	4.242700E+2	2.732694E+1	-9.157199E-1	4.242600E+2	2.732758E+1	-9.157199E-1	3.277600E-6	6.326715E-4	9.279728E-4	5.030525E-1	1.374699E+1
1.554445E+3	4.241800E+2	2.733274E+1	-1.015385E+0	4.241700E+2	2.733338E+1	-1.015385E+0	3.267400E-6	6.346465E-4	9.250849E-4	5.220964E-1	1.427107E+1
1.560945E+3	4.240700E+2	2.733983E+1	-9.114386E-1	4.240600E+2	2.734047E+1	-9.114386E-1	3.255600E-6	6.369468E-4	9.217441E-4	5.260483E-1	1.438219E+1
1.567528E+3	4.239700E+2	2.734627E+1	-1.100110E+0	4.239600E+2	2.734692E+1	-1.100110E+0	3.244200E-6	5.514008E-4	9.185164E-4	5.064151E-1	1.384894E+1
1.572982E+3	4.238700E+2	2.735273E+1	-9.128252E-1	4.238600E+2	2.735337E+1	-9.128252E-1	3.234400E-6	6.026957E-4	9.157418E-4	5.175838E-1	1.415761E+1
1.579555E+3	4.237700E+2	2.735918E+1	-1.048951E+0	4.237600E+2	2.735983E+1	-1.048951E+0	3.222600E-6	6.434693E-4	9.124009E-4	5.478376E-1	1.498877E+1
1.585275E+3	4.236700E+2	2.736564E+1	-1.029336E+0	4.236600E+2	2.736628E+1	-1.029336E+0	3.211600E-6	6.456732E-4	9.092865E-4	5.108957E-1	1.398134E+1
1.591104E+3	4.235700E+2	2.737210E+1	-9.409305E-1	4.235600E+2	2.737275E+1	-1.045478E+0	3.201400E-6	6.477304E-4	9.063986E-4	5.027121E-1	1.376060E+1
1.596843E+3	4.234800E+2	2.737792E+1	-1.083566E+0	4.234600E+2	2.737921E+1	-9.850599E-1	3.190800E-6	7.482347E-4	9.033975E-4	5.283989E-1	1.446713E+1
1.602934E+3	4.233700E+2	2.738503E+1	-9.410945E-1	4.233600E+2	2.738568E+1	-9.410945E-1	3.179600E-6	6.521714E-4	9.002265E-4	5.424319E-1	1.485466E+1
1.608672E+3	4.232800E+2	2.739085E+1	-9.841933E-1	4.232700E+2	2.739150E+1	-1.073665E+0	3.169600E-6	6.542290E-4	8.973952E-4	4.902503E-1	1.342929E+1
1.615378E+3	4.231700E+2	2.739797E+1	-1.049685E+0	4.231500E+2	2.739927E+1	-1.049685E+0	3.158400E-6	6.565489E-4	8.942242E-4	4.878774E-1	1.336707E+1
1.621094E+3	4.230700E+2	2.740445E+1	-1.011293E+0	4.230500E+2	2.740574E+1	-9.101635E-1	3.147600E-6	7.651286E-4	8.911665E-4	5.468523E-1	1.498666E+1
1.627027E+3	4.229700E+2	2.741093E+1	-1.047852E+0	4.229600E+2	2.741158E+1	-1.047852E+0	3.137200E-6	6.131386E-4	8.882220E-4	5.220971E-1	1.431174E+1
1.632753E+3	4.228700E+2	2.741741E+1	-9.987893E-1	4.228600E+2	2.741806E+1	-9.987893E-1	3.127400E-6	6.630569E-4	8.854473E-4	5.125509E-1	1.405332E+1
1.639361E+3	4.227600E+2	2.742454E+1	-9.445513E-1	4.227500E+2	2.742519E+1	-1.049501E+0	3.115400E-6	6.656109E-4	8.820498E-4	5.185402E-1	1.422089E+1
1.645078E+3	4.226700E+2	2.743038E+1	-1.048401E+0	4.226500E+2	2.743168E+1	-9.435611E-1	3.105400E-6	6.677543E-4	8.792186E-4	5.217824E-1	1.431315E+1
1.650801E+3	4.225700E+2	2.743687E+1	-9.593178E-1	4.225600E+2	2.743752E+1	-1.065909E+0	3.095400E-6	6.699115E-4	8.763873E-4	5.179003E-1	1.421013E+1
1.656430E+3	4.224800E+2	2.744272E+1	-1.069678E+0	4.224600E+2	2.744402E+1	-9.805378E-1	3.085600E-6	6.720392E-4	8.736127E-4	4.991488E-1	1.369882E+1
